2024-04-07 22:01:40,829 INFO    StreamThr :25900 [internal.py:wandb_internal():87] W&B internal server running at pid: 25900, started at: 2024-04-07 22:01:40.829136
2024-04-07 22:01:40,831 DEBUG   HandlerThread:25900 [handler.py:handle_request():144] handle_request: status
2024-04-07 22:01:40,835 INFO    WriterThread:25900 [datastore.py:open_for_write():85] open: c:\Users\hugoa\H9\RL\GitHub Vrain\rl_levitation_control\rl_levitation_control\wandb\run-20240407_220140-xemqxcsl\run-xemqxcsl.wandb
2024-04-07 22:01:40,836 DEBUG   SenderThread:25900 [sender.py:send():336] send: header
2024-04-07 22:01:40,997 DEBUG   SenderThread:25900 [sender.py:send():336] send: run
2024-04-07 22:01:41,590 DEBUG   HandlerThread:25900 [handler.py:handle_request():144] handle_request: check_version
2024-04-07 22:01:41,592 INFO    SenderThread:25900 [dir_watcher.py:__init__():219] watching files in: c:\Users\hugoa\H9\RL\GitHub Vrain\rl_levitation_control\rl_levitation_control\wandb\run-20240407_220140-xemqxcsl\files
2024-04-07 22:01:41,592 INFO    SenderThread:25900 [sender.py:_start_run_threads():1078] run started: xemqxcsl with start time 1712520100.831136
2024-04-07 22:01:41,592 DEBUG   SenderThread:25900 [sender.py:send_request():363] send_request: summary_record
2024-04-07 22:01:41,593 INFO    SenderThread:25900 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2024-04-07 22:01:41,593 DEBUG   SenderThread:25900 [sender.py:send_request():363] send_request: check_version
2024-04-07 22:01:41,709 DEBUG   HandlerThread:25900 [handler.py:handle_request():144] handle_request: run_start
2024-04-07 22:01:41,745 DEBUG   HandlerThread:25900 [system_info.py:__init__():31] System info init
2024-04-07 22:01:41,745 DEBUG   HandlerThread:25900 [system_info.py:__init__():46] System info init done
2024-04-07 22:01:41,745 INFO    HandlerThread:25900 [system_monitor.py:start():183] Starting system monitor
2024-04-07 22:01:41,745 INFO    SystemMonitor:25900 [system_monitor.py:_start():147] Starting system asset monitoring threads
2024-04-07 22:01:41,746 INFO    HandlerThread:25900 [system_monitor.py:probe():204] Collecting system info
2024-04-07 22:01:41,751 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started cpu monitoring
2024-04-07 22:01:41,752 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started disk monitoring
2024-04-07 22:01:41,752 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started gpu monitoring
2024-04-07 22:01:41,758 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started memory monitoring
2024-04-07 22:01:41,774 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started network monitoring
2024-04-07 22:01:41,781 DEBUG   HandlerThread:25900 [system_info.py:probe():195] Probing system
2024-04-07 22:01:41,782 DEBUG   HandlerThread:25900 [system_info.py:_probe_git():180] Probing git
2024-04-07 22:01:42,126 DEBUG   HandlerThread:25900 [system_info.py:_probe_git():188] Probing git done
2024-04-07 22:01:42,126 DEBUG   HandlerThread:25900 [system_info.py:probe():240] Probing system done
2024-04-07 22:01:42,127 DEBUG   HandlerThread:25900 [system_monitor.py:probe():213] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.9.13', 'heartbeatAt': '2024-04-07T20:01:41.781149', 'startedAt': '2024-04-07T20:01:40.816136', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'git@github.com:HugoAlbertBonet/rl_levitation_control.git', 'commit': '0ed81f504c7ba71e69a10d59eeea1921fbcb4ff4'}, 'email': 'hugo.albert.16@gmail.com', 'root': 'C:/Users/hugoa/H9/RL/GitHub Vrain/rl_levitation_control/rl_levitation_control', 'host': 'DESKTOP-7D88GMF', 'username': 'hugoa', 'executable': 'C:\\Users\\hugoa\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2592.0, 'min': 0.0, 'max': 2592.0}, 'cpu_freq_per_core': [{'current': 2592.0, 'min': 0.0, 'max': 2592.0}], 'disk': {'total': 952.5908164978027, 'used': 584.0860748291016}, 'gpu': 'NVIDIA GeForce GTX 1650', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650', 'memory_total': 4294967296}], 'memory': {'total': 15.856746673583984}}
2024-04-07 22:01:42,127 INFO    HandlerThread:25900 [system_monitor.py:probe():214] Finished collecting system info
2024-04-07 22:01:42,127 INFO    HandlerThread:25900 [system_monitor.py:probe():217] Publishing system info
2024-04-07 22:01:42,127 DEBUG   HandlerThread:25900 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-04-07 22:01:42,128 DEBUG   HandlerThread:25900 [system_info.py:_save_pip():67] Saving pip packages done
2024-04-07 22:01:42,129 INFO    HandlerThread:25900 [system_monitor.py:probe():219] Finished publishing system info
2024-04-07 22:01:42,140 DEBUG   SenderThread:25900 [sender.py:send():336] send: files
2024-04-07 22:01:42,140 INFO    SenderThread:25900 [sender.py:_save_file():1332] saving file wandb-metadata.json with policy now
2024-04-07 22:01:42,154 DEBUG   HandlerThread:25900 [handler.py:handle_request():144] handle_request: stop_status
2024-04-07 22:01:42,155 DEBUG   SenderThread:25900 [sender.py:send_request():363] send_request: stop_status
2024-04-07 22:01:42,157 DEBUG   HandlerThread:25900 [handler.py:handle_request():144] handle_request: pause
2024-04-07 22:01:42,157 INFO    HandlerThread:25900 [handler.py:handle_request_pause():716] stopping system metrics thread or process
2024-04-07 22:01:42,157 INFO    HandlerThread:25900 [system_monitor.py:finish():193] Stopping system monitor
2024-04-07 22:01:42,157 DEBUG   SystemMonitor:25900 [system_monitor.py:_start():161] Starting system metrics aggregation loop
2024-04-07 22:01:42,169 DEBUG   SystemMonitor:25900 [system_monitor.py:_start():168] Finished system metrics aggregation loop
2024-04-07 22:01:42,169 DEBUG   SystemMonitor:25900 [system_monitor.py:_start():172] Publishing last batch of metrics
2024-04-07 22:01:42,170 INFO    HandlerThread:25900 [interfaces.py:finish():199] Joined cpu monitor
2024-04-07 22:01:42,170 INFO    HandlerThread:25900 [interfaces.py:finish():199] Joined disk monitor
2024-04-07 22:01:42,242 INFO    HandlerThread:25900 [interfaces.py:finish():199] Joined gpu monitor
2024-04-07 22:01:42,242 INFO    HandlerThread:25900 [interfaces.py:finish():199] Joined memory monitor
2024-04-07 22:01:42,242 INFO    HandlerThread:25900 [interfaces.py:finish():199] Joined network monitor
2024-04-07 22:01:42,242 DEBUG   HandlerThread:25900 [handler.py:handle_request():144] handle_request: resume
2024-04-07 22:01:42,242 INFO    HandlerThread:25900 [handler.py:handle_request_resume():707] starting system metrics thread or process
2024-04-07 22:01:42,242 INFO    HandlerThread:25900 [system_monitor.py:start():183] Starting system monitor
2024-04-07 22:01:42,243 INFO    SystemMonitor:25900 [system_monitor.py:_start():147] Starting system asset monitoring threads
2024-04-07 22:01:42,250 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started cpu monitoring
2024-04-07 22:01:42,251 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started disk monitoring
2024-04-07 22:01:42,251 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started gpu monitoring
2024-04-07 22:01:42,257 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started memory monitoring
2024-04-07 22:01:42,276 INFO    SystemMonitor:25900 [interfaces.py:start():187] Started network monitoring
2024-04-07 22:01:42,457 DEBUG   SenderThread:25900 [sender.py:send():336] send: telemetry
2024-04-07 22:01:42,458 DEBUG   SenderThread:25900 [sender.py:send():336] send: stats
2024-04-07 22:01:42,594 INFO    Thread-17 :25900 [dir_watcher.py:_on_file_created():278] file/dir created: c:\Users\hugoa\H9\RL\GitHub Vrain\rl_levitation_control\rl_levitation_control\wandb\run-20240407_220140-xemqxcsl\files\requirements.txt
2024-04-07 22:01:42,594 INFO    Thread-17 :25900 [dir_watcher.py:_on_file_created():278] file/dir created: c:\Users\hugoa\H9\RL\GitHub Vrain\rl_levitation_control\rl_levitation_control\wandb\run-20240407_220140-xemqxcsl\files\wandb-summary.json
2024-04-07 22:01:42,595 INFO    Thread-17 :25900 [dir_watcher.py:_on_file_created():278] file/dir created: c:\Users\hugoa\H9\RL\GitHub Vrain\rl_levitation_control\rl_levitation_control\wandb\run-20240407_220140-xemqxcsl\files\wandb-metadata.json
2024-04-07 22:01:42,783 INFO    wandb-upload_0:25900 [upload_job.py:push():138] Uploaded file C:\Users\hugoa\AppData\Local\Temp\tmp61j9vkk0wandb\ruqposhn-wandb-metadata.json
