2024-04-09 20:15:34,813 INFO    StreamThr :22132 [internal.py:wandb_internal():87] W&B internal server running at pid: 22132, started at: 2024-04-09 20:15:34.812569
2024-04-09 20:15:34,814 DEBUG   HandlerThread:22132 [handler.py:handle_request():144] handle_request: status
2024-04-09 20:15:34,819 INFO    WriterThread:22132 [datastore.py:open_for_write():85] open: c:\Users\hugoa\H9\RL\GitHub Vrain\rl_levitation_control\rl_levitation_control\wandb\run-20240409_201534-5ypmw1b1\run-5ypmw1b1.wandb
2024-04-09 20:15:34,820 DEBUG   SenderThread:22132 [sender.py:send():336] send: header
2024-04-09 20:15:35,007 DEBUG   SenderThread:22132 [sender.py:send():336] send: run
2024-04-09 20:15:35,467 DEBUG   HandlerThread:22132 [handler.py:handle_request():144] handle_request: check_version
2024-04-09 20:15:35,468 INFO    SenderThread:22132 [dir_watcher.py:__init__():219] watching files in: c:\Users\hugoa\H9\RL\GitHub Vrain\rl_levitation_control\rl_levitation_control\wandb\run-20240409_201534-5ypmw1b1\files
2024-04-09 20:15:35,468 INFO    SenderThread:22132 [sender.py:_start_run_threads():1078] run started: 5ypmw1b1 with start time 1712686534.814566
2024-04-09 20:15:35,468 DEBUG   SenderThread:22132 [sender.py:send_request():363] send_request: summary_record
2024-04-09 20:15:35,469 INFO    SenderThread:22132 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2024-04-09 20:15:35,470 DEBUG   SenderThread:22132 [sender.py:send_request():363] send_request: check_version
2024-04-09 20:15:35,700 DEBUG   HandlerThread:22132 [handler.py:handle_request():144] handle_request: run_start
2024-04-09 20:15:35,741 DEBUG   HandlerThread:22132 [system_info.py:__init__():31] System info init
2024-04-09 20:15:35,741 DEBUG   HandlerThread:22132 [system_info.py:__init__():46] System info init done
2024-04-09 20:15:35,741 INFO    HandlerThread:22132 [system_monitor.py:start():183] Starting system monitor
2024-04-09 20:15:35,741 INFO    SystemMonitor:22132 [system_monitor.py:_start():147] Starting system asset monitoring threads
